TEMPORADA,DIVISIÓN,JORNADA,LOCAL,VISITANTE,RESULTADO
1972-1973,2,5,Murcia         ,Sabadell       ,5-2
1972-1973,2,5,Hércules       ,Logroñés       ,1-0
1972-1973,2,5,Tenerife       ,Rac. Santander ,4-1
1972-1973,2,5,Cult. Leonesa  ,Córdoba        ,3-0
1972-1973,2,5,Gimn. Tarragona,Cádiz          ,2-1
1972-1973,2,5,Pontevedra     ,Valencia B     ,2-0
1972-1973,2,5,Rayo Vallecano ,Valladolid     ,0-2
1972-1973,2,5,Mallorca       ,Sevilla        ,1-1
1972-1973,2,5,Barakaldo      ,Elche          ,0-0
1972-1973,2,5,Osasuna        ,Sant Andreu    ,1-1
1972-1973,2,6,Sabadell       ,Osasuna        ,2-1
1972-1973,2,6,Logroñés       ,Murcia         ,0-0
1972-1973,2,6,Rac. Santander ,Hércules       ,1-0
1972-1973,2,6,Córdoba        ,Tenerife       ,1-0
1972-1973,2,6,Cádiz          ,Cult. Leonesa  ,1-0
1972-1973,2,6,Valencia B     ,Gimn. Tarragona,3-1
1972-1973,2,6,Valladolid     ,Pontevedra     ,1-0
1972-1973,2,6,Sevilla        ,Rayo Vallecano ,3-0
1972-1973,2,6,Elche          ,Mallorca       ,3-1
1972-1973,2,6,Sant Andreu    ,Barakaldo      ,3-0
1972-1973,2,7,Sabadell       ,Logroñés       ,0-2
1972-1973,2,7,Murcia         ,Rac. Santander ,4-1
1972-1973,2,7,Hércules       ,Córdoba        ,1-0
1972-1973,2,7,Tenerife       ,Cádiz          ,0-1
1972-1973,2,7,Cult. Leonesa  ,Valencia B     ,2-1
1972-1973,2,7,Gimn. Tarragona,Valladolid     ,2-1
1972-1973,2,7,Pontevedra     ,Sevilla        ,2-0
1972-1973,2,7,Rayo Vallecano ,Elche          ,0-1
1972-1973,2,7,Mallorca       ,Sant Andreu    ,2-1
1972-1973,2,7,Osasuna        ,Barakaldo      ,1-0
1972-1973,2,8,Osasuna        ,Logroñés       ,1-0
1972-1973,2,8,Rac. Santander ,Sabadell       ,2-0
1972-1973,2,8,Córdoba        ,Murcia         ,1-0
1972-1973,2,8,Cádiz          ,Hércules       ,2-1
1972-1973,2,8,Valencia B     ,Tenerife       ,2-1
1972-1973,2,8,Valladolid     ,Cult. Leonesa  ,1-0
1972-1973,2,8,Sevilla        ,Gimn. Tarragona,2-0
1972-1973,2,8,Elche          ,Pontevedra     ,2-0
1972-1973,2,8,Sant Andreu    ,Rayo Vallecano ,2-0
1972-1973,2,8,Barakaldo      ,Mallorca       ,1-0
1972-1973,2,9,Logroñés       ,Rac. Santander ,0-3
1972-1973,2,9,Sabadell       ,Córdoba        ,3-3
1972-1973,2,9,Murcia         ,Cádiz          ,2-1
1972-1973,2,9,Hércules       ,Valencia B     ,1-0
1972-1973,2,9,Tenerife       ,Valladolid     ,1-0
1972-1973,2,9,Cult. Leonesa  ,Sevilla        ,1-2
1972-1973,2,9,Gimn. Tarragona,Elche          ,1-1
1972-1973,2,9,Pontevedra     ,Sant Andreu    ,0-0
1972-1973,2,9,Rayo Vallecano ,Barakaldo      ,2-2
1972-1973,2,9,Mallorca       ,Osasuna        ,1-0
1972-1973,2,0,Rayo Vallecano ,Mallorca       ,2-1
1972-1973,2,0,Pontevedra     ,Barakaldo      ,0-2
1972-1973,2,0,Gimn. Tarragona,Sant Andreu    ,2-1
1972-1973,2,0,Cult. Leonesa  ,Elche          ,0-0
1972-1973,2,0,Tenerife       ,Sevilla        ,2-0
1972-1973,2,0,Hércules       ,Valladolid     ,1-0
1972-1973,2,0,Murcia         ,Valencia B     ,5-0
1972-1973,2,0,Sabadell       ,Cádiz          ,3-1
1972-1973,2,0,Logroñés       ,Córdoba        ,4-0
1972-1973,2,0,Rac. Santander ,Osasuna        ,1-0
1972-1973,2,1,Osasuna        ,Rayo Vallecano ,4-2
1972-1973,2,1,Mallorca       ,Pontevedra     ,0-1
1972-1973,2,1,Barakaldo      ,Gimn. Tarragona,3-0
1972-1973,2,1,Sant Andreu    ,Cult. Leonesa  ,1-0
1972-1973,2,1,Elche          ,Tenerife       ,1-0
1972-1973,2,1,Sevilla        ,Hércules       ,1-0
1972-1973,2,1,Valladolid     ,Murcia         ,2-0
1972-1973,2,1,Valencia B     ,Sabadell       ,2-1
1972-1973,2,1,Cádiz          ,Logroñés       ,3-2
1972-1973,2,1,Córdoba        ,Rac. Santander ,1-2
1972-1973,2,2,Pontevedra     ,Rayo Vallecano ,2-1
1972-1973,2,2,Gimn. Tarragona,Mallorca       ,0-1
1972-1973,2,2,Cult. Leonesa  ,Barakaldo      ,1-1
1972-1973,2,2,Tenerife       ,Sant Andreu    ,0-1
1972-1973,2,2,Hércules       ,Elche          ,2-1
1972-1973,2,2,Murcia         ,Sevilla        ,2-0
1972-1973,2,2,Sabadell       ,Valladolid     ,1-0
1972-1973,2,2,Logroñés       ,Valencia B     ,1-1
1972-1973,2,2,Rac. Santander ,Cádiz          ,1-0
1972-1973,2,2,Córdoba        ,Osasuna        ,4-0
1972-1973,2,3,Osasuna        ,Pontevedra     ,2-0
1972-1973,2,3,Rayo Vallecano ,Gimn. Tarragona,4-0
1972-1973,2,3,Mallorca       ,Cult. Leonesa  ,2-0
1972-1973,2,3,Barakaldo      ,Tenerife       ,1-1
1972-1973,2,3,Sant Andreu    ,Hércules       ,2-1
1972-1973,2,3,Elche          ,Murcia         ,1-1
1972-1973,2,3,Sevilla        ,Sabadell       ,2-1
1972-1973,2,3,Valladolid     ,Logroñés       ,0-0
1972-1973,2,3,Valencia B     ,Rac. Santander ,2-1
1972-1973,2,3,Cádiz          ,Córdoba        ,1-1
1972-1973,2,4,Gimn. Tarragona,Pontevedra     ,0-0
1972-1973,2,4,Cult. Leonesa  ,Rayo Vallecano ,3-1
1972-1973,2,4,Tenerife       ,Mallorca       ,1-0
1972-1973,2,4,Hércules       ,Barakaldo      ,2-0
1972-1973,2,4,Murcia         ,Sant Andreu    ,1-0
1972-1973,2,4,Sabadell       ,Elche          ,1-0
1972-1973,2,4,Logroñés       ,Sevilla        ,3-1
1972-1973,2,4,Rac. Santander ,Valladolid     ,2-0
1972-1973,2,4,Córdoba        ,Valencia B     ,0-0
1972-1973,2,4,Cádiz          ,Osasuna        ,1-0
1972-1973,2,5,Osasuna        ,Gimn. Tarragona,2-1
1972-1973,2,5,Pontevedra     ,Cult. Leonesa  ,0-0
1972-1973,2,5,Rayo Vallecano ,Tenerife       ,2-0
1972-1973,2,5,Mallorca       ,Hércules       ,1-0
1972-1973,2,5,Barakaldo      ,Murcia         ,0-1
1972-1973,2,5,Sant Andreu    ,Sabadell       ,4-1
1972-1973,2,5,Elche          ,Logroñés       ,3-1
1972-1973,2,5,Sevilla        ,Rac. Santander ,1-0
1972-1973,2,5,Valladolid     ,Córdoba        ,2-1
1972-1973,2,5,Valencia B     ,Cádiz          ,1-1
1972-1973,2,6,Cult. Leonesa  ,Gimn. Tarragona,2-0
1972-1973,2,6,Tenerife       ,Pontevedra     ,3-1
1972-1973,2,6,Hércules       ,Rayo Vallecano ,1-1
1972-1973,2,6,Murcia         ,Mallorca       ,1-0
1972-1973,2,6,Sabadell       ,Barakaldo      ,3-0
1972-1973,2,6,Logroñés       ,Sant Andreu    ,1-3
1972-1973,2,6,Rac. Santander ,Elche          ,0-0
1972-1973,2,6,Córdoba        ,Sevilla        ,0-0
1972-1973,2,6,Cádiz          ,Valladolid     ,3-2
1972-1973,2,6,Valencia B     ,Osasuna        ,0-1
1972-1973,2,7,Osasuna        ,Cult. Leonesa  ,1-0
1972-1973,2,7,Gimn. Tarragona,Tenerife       ,0-0
1972-1973,2,7,Pontevedra     ,Hércules       ,1-1
1972-1973,2,7,Rayo Vallecano ,Murcia         ,2-0
1972-1973,2,7,Mallorca       ,Sabadell       ,3-0
1972-1973,2,7,Barakaldo      ,Logroñés       ,2-1
1972-1973,2,7,Sant Andreu    ,Rac. Santander ,2-0
1972-1973,2,7,Elche          ,Córdoba        ,1-0
1972-1973,2,7,Sevilla        ,Cádiz          ,2-0
1972-1973,2,7,Valladolid     ,Valencia B     ,0-0
1972-1973,2,8,Tenerife       ,Cult. Leonesa  ,4-1
1972-1973,2,8,Hércules       ,Gimn. Tarragona,0-0
1972-1973,2,8,Murcia         ,Pontevedra     ,3-0
1972-1973,2,8,Sabadell       ,Rayo Vallecano ,1-1
1972-1973,2,8,Logroñés       ,Mallorca       ,1-0
1972-1973,2,8,Rac. Santander ,Barakaldo      ,2-1
1972-1973,2,8,Córdoba        ,Sant Andreu    ,4-0
1972-1973,2,8,Cádiz          ,Elche          ,1-1
1972-1973,2,8,Valencia B     ,Sevilla        ,0-0
1972-1973,2,8,Valladolid     ,Osasuna        ,2-0
1972-1973,2,9,Osasuna        ,Tenerife       ,1-1
1972-1973,2,9,Cult. Leonesa  ,Hércules       ,1-4
1972-1973,2,9,Gimn. Tarragona,Murcia         ,0-1
1972-1973,2,9,Pontevedra     ,Sabadell       ,0-0
1972-1973,2,9,Rayo Vallecano ,Logroñés       ,1-0
1972-1973,2,9,Mallorca       ,Rac. Santander ,0-0
1972-1973,2,9,Barakaldo      ,Córdoba        ,3-2
1972-1973,2,9,Sant Andreu    ,Cádiz          ,2-4
1972-1973,2,9,Elche          ,Valencia B     ,4-1
1972-1973,2,9,Sevilla        ,Valladolid     ,0-0
1972-1973,2,0,Hércules       ,Tenerife       ,3-1
1972-1973,2,0,Murcia         ,Cult. Leonesa  ,0-1
1972-1973,2,0,Sabadell       ,Gimn. Tarragona,3-2
1972-1973,2,0,Logroñés       ,Pontevedra     ,0-0
1972-1973,2,0,Rac. Santander ,Rayo Vallecano ,2-1
1972-1973,2,0,Córdoba        ,Mallorca       ,2-0
1972-1973,2,0,Cádiz          ,Barakaldo      ,3-1
1972-1973,2,0,Valencia B     ,Sant Andreu    ,1-1
1972-1973,2,0,Valladolid     ,Elche          ,0-0
1972-1973,2,0,Sevilla        ,Osasuna        ,1-1
1972-1973,2,1,Osasuna        ,Hércules       ,1-0
1972-1973,2,1,Tenerife       ,Murcia         ,2-0
1972-1973,2,1,Cult. Leonesa  ,Sabadell       ,0-0
1972-1973,2,1,Gimn. Tarragona,Logroñés       ,2-2
1972-1973,2,1,Pontevedra     ,Rac. Santander ,4-0
1972-1973,2,1,Rayo Vallecano ,Córdoba        ,3-0
1972-1973,2,1,Mallorca       ,Cádiz          ,0-0
1972-1973,2,1,Barakaldo      ,Valencia B     ,4-2
1972-1973,2,1,Sant Andreu    ,Valladolid     ,2-2
1972-1973,2,1,Elche          ,Sevilla        ,1-0
1972-1973,2,2,Murcia         ,Hércules       ,2-0
1972-1973,2,2,Sabadell       ,Tenerife       ,1-0
1972-1973,2,2,Logroñés       ,Cult. Leonesa  ,1-0
1972-1973,2,2,Rac. Santander ,Gimn. Tarragona,1-1
1972-1973,2,2,Córdoba        ,Pontevedra     ,2-1
1972-1973,2,2,Cádiz          ,Rayo Vallecano ,2-3
1972-1973,2,2,Valencia B     ,Mallorca       ,1-3
1972-1973,2,2,Valladolid     ,Barakaldo      ,4-0
1972-1973,2,2,Sevilla        ,Sant Andreu    ,0-0
1972-1973,2,2,Elche          ,Osasuna        ,1-0
1972-1973,2,3,Osasuna        ,Murcia         ,1-0
1972-1973,2,3,Hércules       ,Sabadell       ,0-0
1972-1973,2,3,Tenerife       ,Logroñés       ,3-0
1972-1973,2,3,Cult. Leonesa  ,Rac. Santander ,1-2
1972-1973,2,3,Gimn. Tarragona,Córdoba        ,1-1
1972-1973,2,3,Pontevedra     ,Cádiz          ,2-1
1972-1973,2,3,Rayo Vallecano ,Valencia B     ,1-1
1972-1973,2,3,Mallorca       ,Valladolid     ,0-1
1972-1973,2,3,Barakaldo      ,Sevilla        ,2-1
1972-1973,2,3,Sant Andreu    ,Elche          ,3-1
1972-1973,2,4,Sabadell       ,Murcia         ,3-3
1972-1973,2,4,Logroñés       ,Hércules       ,1-2
1972-1973,2,4,Rac. Santander ,Tenerife       ,2-1
1972-1973,2,4,Córdoba        ,Cult. Leonesa  ,2-2
1972-1973,2,4,Cádiz          ,Gimn. Tarragona,1-1
1972-1973,2,4,Valencia B     ,Pontevedra     ,1-0
1972-1973,2,4,Valladolid     ,Rayo Vallecano ,0-1
1972-1973,2,4,Sevilla        ,Mallorca       ,2-0
1972-1973,2,4,Elche          ,Barakaldo      ,1-0
1972-1973,2,4,Sant Andreu    ,Osasuna        ,3-3
1972-1973,2,5,Osasuna        ,Sabadell       ,1-3
1972-1973,2,5,Murcia         ,Logroñés       ,1-0
1972-1973,2,5,Hércules       ,Rac. Santander ,5-2
1972-1973,2,5,Tenerife       ,Córdoba        ,1-0
1972-1973,2,5,Cult. Leonesa  ,Cádiz          ,1-1
1972-1973,2,5,Gimn. Tarragona,Valencia B     ,2-0
1972-1973,2,5,Pontevedra     ,Valladolid     ,3-0
1972-1973,2,5,Rayo Vallecano ,Sevilla        ,2-1
1972-1973,2,5,Mallorca       ,Elche          ,2-2
1972-1973,2,5,Barakaldo      ,Sant Andreu    ,1-1
1972-1973,2,6,Logroñés       ,Sabadell       ,1-1
1972-1973,2,6,Rac. Santander ,Murcia         ,0-0
1972-1973,2,6,Córdoba        ,Hércules       ,4-2
1972-1973,2,6,Cádiz          ,Tenerife       ,0-0
1972-1973,2,6,Valencia B     ,Cult. Leonesa  ,1-2
1972-1973,2,6,Valladolid     ,Gimn. Tarragona,3-0
1972-1973,2,6,Sevilla        ,Pontevedra     ,5-2
1972-1973,2,6,Elche          ,Rayo Vallecano ,0-1
1972-1973,2,6,Sant Andreu    ,Mallorca       ,0-1
1972-1973,2,6,Barakaldo      ,Osasuna        ,3-0
1972-1973,2,7,Logroñés       ,Osasuna        ,2-1
1972-1973,2,7,Sabadell       ,Rac. Santander ,3-0
1972-1973,2,7,Murcia         ,Córdoba        ,1-0
1972-1973,2,7,Hércules       ,Cádiz          ,0-1
1972-1973,2,7,Tenerife       ,Valencia B     ,1-1
1972-1973,2,7,Cult. Leonesa  ,Valladolid     ,2-1
1972-1973,2,7,Gimn. Tarragona,Sevilla        ,0-1
1972-1973,2,7,Pontevedra     ,Elche          ,0-2
1972-1973,2,7,Rayo Vallecano ,Sant Andreu    ,4-1
1972-1973,2,7,Mallorca       ,Barakaldo      ,1-1
1972-1973,2,8,Rac. Santander ,Logroñés       ,3-0
1972-1973,2,8,Córdoba        ,Sabadell       ,0-0
1972-1973,2,8,Cádiz          ,Murcia         ,0-1
1972-1973,2,8,Valencia B     ,Hércules       ,0-1
1972-1973,2,8,Valladolid     ,Tenerife       ,2-0
1972-1973,2,8,Sevilla        ,Cult. Leonesa  ,2-0
1972-1973,2,8,Elche          ,Gimn. Tarragona,1-0
1972-1973,2,8,Sant Andreu    ,Pontevedra     ,2-3
1972-1973,2,8,Barakaldo      ,Rayo Vallecano ,2-2
1972-1973,2,8,Osasuna        ,Mallorca       ,1-1
1973-1974,1,1,Real Madrid    ,Castellón      ,0-0
1973-1974,1,1,Real Sociedad  ,Granada        ,0-2
1973-1974,1,1,Espanyol       ,Murcia         ,3-0
1973-1974,1,1,Celta          ,Ath. Bilbao    ,2-1
1973-1974,1,1,Rac. Santander ,Zaragoza       ,1-1
1973-1974,1,1,Elche          ,Barcelona      ,1-0
1973-1974,1,1,Las Palmas     ,Málaga (C.D.)  ,1-0
1973-1974,1,1,Valencia       ,Oviedo         ,2-1
1973-1974,1,1,Sporting Gijón ,At. Madrid     ,0-3
1973-1974,1,2,Castellón      ,Sporting Gijón ,3-2
1973-1974,1,2,Granada        ,Real Madrid    ,1-1
1973-1974,1,2,Murcia         ,Real Sociedad  ,1-1
1973-1974,1,2,Ath. Bilbao    ,Espanyol       ,1-0
1973-1974,1,2,Zaragoza       ,Celta          ,2-1
1973-1974,1,2,Barcelona      ,Rac. Santander ,0-0
1973-1974,1,2,Málaga (C.D.)  ,Elche          ,3-1
1973-1974,1,2,Oviedo         ,Las Palmas     ,1-0
1973-1974,1,2,At. Madrid     ,Valencia       ,3-1
1973-1974,1,3,Castellón      ,Granada        ,1-1
1973-1974,1,3,Real Madrid    ,Murcia         ,1-1
1973-1974,1,3,Real Sociedad  ,Ath. Bilbao    ,2-1
1973-1974,1,3,Espanyol       ,Zaragoza       ,3-1
1973-1974,1,3,Celta          ,Barcelona      ,2-1
1973-1974,1,3,Rac. Santander ,Málaga (C.D.)  ,1-1
1973-1974,1,3,Elche          ,Oviedo         ,1-1
1973-1974,1,3,Las Palmas     ,At. Madrid     ,1-0
1973-1974,1,3,Sporting Gijón ,Valencia       ,1-2
1973-1974,1,4,Granada        ,Sporting Gijón ,1-0
1973-1974,1,4,Murcia         ,Castellón      ,3-1
1973-1974,1,4,Ath. Bilbao    ,Real Madrid    ,2-1
1973-1974,1,4,Zaragoza       ,Real Sociedad  ,0-0
1973-1974,1,4,Barcelona      ,Espanyol       ,3-0
1973-1974,1,4,Málaga (C.D.)  ,Celta          ,1-1
1973-1974,1,4,Oviedo         ,Rac. Santander ,2-1
1973-1974,1,4,At. Madrid     ,Elche          ,2-1
1973-1974,1,4,Valencia       ,Las Palmas     ,2-0
1973-1974,1,5,Granada        ,Murcia         ,1-1
1973-1974,1,5,Castellón      ,Ath. Bilbao    ,0-0
1973-1974,1,5,Real Madrid    ,Zaragoza       ,4-0
1973-1974,1,5,Real Sociedad  ,Barcelona      ,2-1
1973-1974,1,5,Espanyol       ,Málaga (C.D.)  ,1-1
1973-1974,1,5,Celta          ,Oviedo         ,5-1
1973-1974,1,5,Rac. Santander ,At. Madrid     ,2-1
1973-1974,1,5,Elche          ,Valencia       ,1-0
1973-1974,1,5,Sporting Gijón ,Las Palmas     ,1-0
1973-1974,1,6,Murcia         ,Sporting Gijón ,2-1
1973-1974,1,6,Ath. Bilbao    ,Granada        ,1-0
1973-1974,1,6,Zaragoza       ,Castellón      ,3-2
1973-1974,1,6,Barcelona      ,Real Madrid    ,0-0
1973-1974,1,6,Málaga (C.D.)  ,Real Sociedad  ,2-0
1973-1974,1,6,Oviedo         ,Espanyol       ,1-0
1973-1974,1,6,At. Madrid     ,Celta          ,2-0
1973-1974,1,6,Valencia       ,Rac. Santander ,5-2
1973-1974,1,6,Las Palmas     ,Elche          ,3-1
1973-1974,1,7,Murcia         ,Ath. Bilbao    ,0-0
1973-1974,1,7,Granada        ,Zaragoza       ,1-2
1973-1974,1,7,Castellón      ,Barcelona      ,0-2
1973-1974,1,7,Real Madrid    ,Málaga (C.D.)  ,0-0
1973-1974,1,7,Real Sociedad  ,Oviedo         ,2-0
1973-1974,1,7,Espanyol       ,At. Madrid     ,1-0
1973-1974,1,7,Celta          ,Valencia       ,0-2
1973-1974,1,7,Rac. Santander ,Las Palmas     ,1-0
1973-1974,1,7,Sporting Gijón ,Elche          ,2-0
1973-1974,1,8,Ath. Bilbao    ,Sporting Gijón ,2-3
1973-1974,1,8,Zaragoza       ,Murcia         ,0-0
1973-1974,1,8,Barcelona      ,Granada        ,4-0
1973-1974,1,8,Málaga (C.D.)  ,Castellón      ,2-1
1973-1974,1,8,Oviedo         ,Real Madrid    ,1-1
1973-1974,1,8,At. Madrid     ,Real Sociedad  ,5-1
1973-1974,1,8,Valencia       ,Espanyol       ,1-0
1973-1974,1,8,Las Palmas     ,Celta          ,1-0
1973-1974,1,8,Elche          ,Rac. Santander ,0-0
1973-1974,1,9,Ath. Bilbao    ,Zaragoza       ,2-1
1973-1974,1,9,Murcia         ,Barcelona      ,2-2
1973-1974,1,9,Granada        ,Málaga (C.D.)  ,0-0
1973-1974,1,9,Castellón      ,Oviedo         ,2-0
1973-1974,1,9,Real Madrid    ,At. Madrid     ,2-0
1973-1974,1,9,Real Sociedad  ,Valencia       ,3-2
1973-1974,1,9,Espanyol       ,Las Palmas     ,2-0
1973-1974,1,9,Celta          ,Elche          ,1-0
1973-1974,1,9,Sporting Gijón ,Rac. Santander ,2-0
1973-1974,1,0,Zaragoza       ,Sporting Gijón ,3-0
1973-1974,1,0,Barcelona      ,Ath. Bilbao    ,2-0
1973-1974,1,0,Málaga (C.D.)  ,Murcia         ,1-0
1973-1974,1,0,Oviedo         ,Granada        ,3-0
1973-1974,1,0,At. Madrid     ,Castellón      ,0-0
1973-1974,1,0,Valencia       ,Real Madrid    ,1-0
1973-1974,1,0,Las Palmas     ,Real Sociedad  ,1-0
1973-1974,1,0,Elche          ,Espanyol       ,0-0
1973-1974,1,0,Rac. Santander ,Celta          ,1-1
1973-1974,1,1,Zaragoza       ,Barcelona      ,2-2
1973-1974,1,1,Ath. Bilbao    ,Málaga (C.D.)  ,1-0
1973-1974,1,1,Murcia         ,Oviedo         ,3-1
1973-1974,1,1,Granada        ,At. Madrid     ,1-0
1973-1974,1,1,Castellón      ,Valencia       ,0-0
1973-1974,1,1,Real Madrid    ,Las Palmas     ,5-0
1973-1974,1,1,Real Sociedad  ,Elche          ,2-1
1973-1974,1,1,Espanyol       ,Rac. Santander ,0-2
1973-1974,1,1,Sporting Gijón ,Celta          ,2-1
1973-1974,1,2,Barcelona      ,Sporting Gijón ,5-1
1973-1974,1,2,Málaga (C.D.)  ,Zaragoza       ,0-1
1973-1974,1,2,Oviedo         ,Ath. Bilbao    ,0-1
1973-1974,1,2,At. Madrid     ,Murcia         ,4-1
1973-1974,1,2,Valencia       ,Granada        ,1-1
1973-1974,1,2,Las Palmas     ,Castellón      ,2-0
1973-1974,1,2,Elche          ,Real Madrid    ,1-0
1973-1974,1,2,Rac. Santander ,Real Sociedad  ,0-0
1973-1974,1,2,Celta          ,Espanyol       ,1-2
1973-1974,1,3,Barcelona      ,Málaga (C.D.)  ,4-0
1973-1974,1,3,Zaragoza       ,Oviedo         ,4-2
1973-1974,1,3,Ath. Bilbao    ,At. Madrid     ,2-2
1973-1974,1,3,Murcia         ,Valencia       ,1-0
1973-1974,1,3,Granada        ,Las Palmas     ,2-1
1973-1974,1,3,Castellón      ,Elche          ,0-2
1973-1974,1,3,Real Madrid    ,Rac. Santander ,3-2
1973-1974,1,3,Real Sociedad  ,Celta          ,2-1
1973-1974,1,3,Sporting Gijón ,Espanyol       ,3-0
1973-1974,1,4,Málaga (C.D.)  ,Sporting Gijón ,2-0
1973-1974,1,4,Oviedo         ,Barcelona      ,1-3
1973-1974,1,4,At. Madrid     ,Zaragoza       ,0-0
1973-1974,1,4,Valencia       ,Ath. Bilbao    ,0-1
1973-1974,1,4,Las Palmas     ,Murcia         ,3-0
1973-1974,1,4,Elche          ,Granada        ,1-0
1973-1974,1,4,Rac. Santander ,Castellón      ,1-1
1973-1974,1,4,Celta          ,Real Madrid    ,2-1
1973-1974,1,4,Espanyol       ,Real Sociedad  ,1-0
1973-1974,1,5,Málaga (C.D.)  ,Oviedo         ,1-0
1973-1974,1,5,Barcelona      ,At. Madrid     ,2-1
1973-1974,1,5,Zaragoza       ,Valencia       ,2-1
1973-1974,1,5,Ath. Bilbao    ,Las Palmas     ,2-1
1973-1974,1,5,Murcia         ,Elche          ,0-1
1973-1974,1,5,Granada        ,Rac. Santander ,2-0
1973-1974,1,5,Castellón      ,Celta          ,1-1
1973-1974,1,5,Real Madrid    ,Espanyol       ,2-1
1973-1974,1,5,Sporting Gijón ,Real Sociedad  ,3-1
1973-1974,1,6,Sporting Gijón ,Oviedo         ,0-3
1973-1974,1,6,At. Madrid     ,Málaga (C.D.)  ,2-0
1973-1974,1,6,Valencia       ,Barcelona      ,0-2
1973-1974,1,6,Las Palmas     ,Zaragoza       ,1-0
1973-1974,1,6,Elche          ,Ath. Bilbao    ,0-0
1973-1974,1,6,Rac. Santander ,Murcia         ,2-0
1973-1974,1,6,Celta          ,Granada        ,1-0
1973-1974,1,6,Espanyol       ,Castellón      ,1-0
1973-1974,1,6,Real Sociedad  ,Real Madrid    ,2-2
1973-1974,1,7,Oviedo         ,At. Madrid     ,2-0
1973-1974,1,7,Málaga (C.D.)  ,Valencia       ,1-0
1973-1974,1,7,Barcelona      ,Las Palmas     ,3-0
1973-1974,1,7,Zaragoza       ,Elche          ,2-1
1973-1974,1,7,Ath. Bilbao    ,Rac. Santander ,3-1
1973-1974,1,7,Murcia         ,Celta          ,2-2
1973-1974,1,7,Granada        ,Espanyol       ,2-0
1973-1974,1,7,Castellón      ,Real Sociedad  ,2-0
1973-1974,1,7,Real Madrid    ,Sporting Gijón ,2-2
1973-1974,1,8,Castellón      ,Real Madrid    ,2-0
1973-1974,1,8,Granada        ,Real Sociedad  ,2-1
1973-1974,1,8,Murcia         ,Espanyol       ,1-0
1973-1974,1,8,Ath. Bilbao    ,Celta          ,2-0
1973-1974,1,8,Zaragoza       ,Rac. Santander ,5-1
1973-1974,1,8,Barcelona      ,Elche          ,2-0
1973-1974,1,8,Málaga (C.D.)  ,Las Palmas     ,1-0
1973-1974,1,8,Oviedo         ,Valencia       ,1-2
1973-1974,1,8,At. Madrid     ,Sporting Gijón ,2-0
1973-1974,1,9,Sporting Gijón ,Castellón      ,4-0
1973-1974,1,9,Real Madrid    ,Granada        ,0-1
1973-1974,1,9,Real Sociedad  ,Murcia         ,2-1
1973-1974,1,9,Espanyol       ,Ath. Bilbao    ,2-0
1973-1974,1,9,Celta          ,Zaragoza       ,2-0
1973-1974,1,9,Rac. Santander ,Barcelona      ,1-3
1973-1974,1,9,Elche          ,Málaga (C.D.)  ,0-1
1973-1974,1,9,Las Palmas     ,Oviedo         ,1-2
1973-1974,1,9,Valencia       ,At. Madrid     ,0-1
1973-1974,1,0,Granada        ,Castellón      ,2-0
1973-1974,1,0,Murcia         ,Real Madrid    ,0-1
1973-1974,1,0,Ath. Bilbao    ,Real Sociedad  ,1-2
1973-1974,1,0,Zaragoza       ,Espanyol       ,3-1
1973-1974,1,0,Barcelona      ,Celta          ,5-2
1973-1974,1,0,Málaga (C.D.)  ,Rac. Santander ,3-0
1973-1974,1,0,Oviedo         ,Elche          ,1-0
1973-1974,1,0,At. Madrid     ,Las Palmas     ,3-1
1973-1974,1,0,Valencia       ,Sporting Gijón ,6-1
1973-1974,1,1,Sporting Gijón ,Granada        ,4-0
1973-1974,1,1,Castellón      ,Murcia         ,1-0
1973-1974,1,1,Real Madrid    ,Ath. Bilbao    ,1-0
1973-1974,1,1,Real Sociedad  ,Zaragoza       ,2-0
1973-1974,1,1,Espanyol       ,Barcelona      ,0-0
1973-1974,1,1,Celta          ,Málaga (C.D.)  ,5-1
1973-1974,1,1,Rac. Santander ,Oviedo         ,2-0
1973-1974,1,1,Elche          ,At. Madrid     ,0-0
1973-1974,1,1,Las Palmas     ,Valencia       ,0-0
1973-1974,1,2,Murcia         ,Granada        ,0-0
1973-1974,1,2,Ath. Bilbao    ,Castellón      ,2-0
1973-1974,1,2,Zaragoza       ,Real Madrid    ,2-1
1973-1974,1,2,Barcelona      ,Real Sociedad  ,4-1
1973-1974,1,2,Málaga (C.D.)  ,Espanyol       ,1-1
1973-1974,1,2,Oviedo         ,Celta          ,1-1
1973-1974,1,2,At. Madrid     ,Rac. Santander ,2-1
1973-1974,1,2,Valencia       ,Elche          ,2-0
1973-1974,1,2,Las Palmas     ,Sporting Gijón ,1-0
1973-1974,1,3,Sporting Gijón ,Murcia         ,2-1
1973-1974,1,3,Granada        ,Ath. Bilbao    ,0-0
1973-1974,1,3,Castellón      ,Zaragoza       ,2-1
1973-1974,1,3,Real Madrid    ,Barcelona      ,0-5
1973-1974,1,3,Real Sociedad  ,Málaga (C.D.)  ,1-1
1973-1974,1,3,Espanyol       ,Oviedo         ,2-0
1973-1974,1,3,Celta          ,At. Madrid     ,1-3
1973-1974,1,3,Rac. Santander ,Valencia       ,0-1
